Date,Open,High,Low,Close,Adj Close,Volume,,
12/5/10,2388.639893,2426.469971,2384.689941,2425.02002,2425.02002,2351900000,,
13/5/10,2416.360107,2434.290039,2387.590088,2394.360107,2394.360107,2375250000,,
14/5/10,2373.879883,2374.530029,2323.629883,2346.850098,2346.850098,2653020000,,
17/5/10,2352.77002,2364.649902,2304.280029,2354.22998,2354.22998,2434480000,,
18/5/10,2372.840088,2374.909912,2309.219971,2317.26001,2317.26001,2490310000,,
19/5/10,2307.780029,2324.98999,2270.620117,2298.370117,2298.370117,2646160000,,
20/5/10,2245.560059,2253.040039,2203.5,2204.01001,2204.01001,3420420000,,
21/5/10,2169.580078,2243,2165.790039,2229.040039,2229.040039,3389670000,,
24/5/10,2220.600098,2244.669922,2212.370117,2213.550049,2213.550049,2150020000,,
25/5/10,2157.449951,2211.939941,2140.530029,2210.949951,2210.949951,2946380000,,
26/5/10,2226.23999,2257.330078,2190.439941,2195.879883,2195.879883,3077300000,,
27/5/10,2244.820068,2278.370117,2239.719971,2277.679932,2277.679932,2408220000,,
28/5/10,2275.189941,2277.100098,2241.52002,2257.040039,2257.040039,2165590000,,
1/6/10,2244.790039,2277.389893,2220.889893,2222.330078,2222.330078,2167810000,,
2/6/10,2234.590088,2281.070068,2221.070068,2281.070068,2281.070068,2190140000,,
3/6/10,2285.76001,2307.469971,2274.879883,2303.030029,2303.030029,2249050000,,
4/6/10,2257.050049,2278.580078,2212.300049,2219.169922,2219.169922,2342480000,,
7/6/10,2226.600098,2232.889893,2172.25,2173.899902,2173.899902,2256670000,,
8/6/10,2176.070068,2183.100098,2139.459961,2170.570068,2170.570068,2696580000,,
9/6/10,2184.780029,2208.649902,2152.669922,2158.850098,2158.850098,2325060000,,
10/6/10,2188.709961,2219.649902,2185.97998,2218.709961,2218.709961,2187840000,,
11/6/10,2199.399902,2243.600098,2196.909912,2243.600098,2243.600098,1877120000,,
14/6/10,2263.659912,2278.959961,2242,2243.959961,2243.959961,1951910000,,
15/6/10,2256.47998,2307.97998,2256.439941,2305.879883,2305.879883,2289060000,,
16/6/10,2293.560059,2317.75,2290.26001,2305.929932,2305.929932,1936400000,,
17/6/10,2316.590088,2318.27002,2288.590088,2307.159912,2307.159912,1821680000,,
18/6/10,2308.939941,2321.98999,2301.47998,2309.800049,2309.800049,2037230000,,
21/6/10,2341.110107,2341.110107,2277.72998,2289.090088,2289.090088,1910700000,,
22/6/10,2296.830078,2313.719971,2259.590088,2261.800049,2261.800049,1934450000,,
23/6/10,2264.409912,2271.73999,2236.98999,2254.22998,2254.22998,1929450000,,
24/6/10,2246.199951,2247.419922,2213.5,2217.419922,2217.419922,2064360000,,
25/6/10,2224.72998,2240.879883,2205.919922,2223.47998,2223.47998,3540350000,,
28/6/10,2227.429932,2241.639893,2208.370117,2220.649902,2220.649902,1876740000,,
29/6/10,2183.919922,2185.300049,2122.669922,2135.179932,2135.179932,2827090000,,
30/6/10,2134.030029,2153.360107,2105.26001,2109.23999,2109.23999,2221560000,,
1/7/10,2110.75,2117.939941,2061.139893,2101.360107,2101.360107,2717070000,,
2/7/10,2105.5,2110.659912,2077.709961,2091.790039,2091.790039,1672320000,,
6/7/10,2122.280029,2136.300049,2077.77002,2093.879883,2093.879883,2173030000,,
7/7/10,2099.659912,2159.790039,2098.110107,2159.469971,2159.469971,2199500000,,
8/7/10,2174.959961,2181.300049,2150.189941,2175.399902,2175.399902,2034030000,,
9/7/10,2174.199951,2196.949951,2170.76001,2196.449951,2196.449951,1592610000,,
12/7/10,2194.120117,2213.389893,2183.52002,2198.360107,2198.360107,1767970000,,
13/7/10,2221.25,2248.159912,2212.969971,2242.030029,2242.030029,2278480000,,
14/7/10,2246.98999,2260.330078,2235.149902,2249.840088,2249.840088,2213010000,,
15/7/10,2247.76001,2253.330078,2218.919922,2249.080078,2249.080078,2011600000,,
16/7/10,2231.709961,2236.659912,2177.51001,2179.050049,2179.050049,2195150000,,
19/7/10,2185.810059,2201.290039,2171.199951,2198.22998,2198.22998,1735090000,,
20/7/10,2165.350098,2222.610107,2159.949951,2222.48999,2222.48999,1933270000,,
21/7/10,2236.129883,2236.370117,2183.219971,2187.330078,2187.330078,2222030000,,
22/7/10,2216.040039,2251.419922,2216.040039,2245.889893,2245.889893,2213220000,,
23/7/10,2234.340088,2269.469971,2227.5,2269.469971,2269.469971,2410600000,,
26/7/10,2271.620117,2296.429932,2262.959961,2296.429932,2296.429932,2164280000,,
27/7/10,2306.620117,2307.600098,2280.719971,2288.25,2288.25,2065390000,,
28/7/10,2284.620117,2292.23999,2257.76001,2264.560059,2264.560059,1848520000,,
29/7/10,2279.070068,2282.939941,2228.52002,2251.689941,2251.689941,2324590000,,
30/7/10,2227.290039,2264.810059,2218.610107,2254.699951,2254.699951,2138610000,,
2/8/10,2283.320068,2299.23999,2274.27002,2295.360107,2295.360107,1953200000,,
3/8/10,2291.75,2295.030029,2272.330078,2283.52002,2283.52002,1997030000,,
4/8/10,2291.090088,2305.070068,2283.209961,2303.570068,2303.570068,2021980000,,
5/8/10,2291.219971,2298.860107,2281.679932,2293.060059,2293.060059,1774300000,,
6/8/10,2267.419922,2291.149902,2253.919922,2288.469971,2288.469971,1876630000,,
9/8/10,2298.810059,2309.429932,2289.030029,2305.689941,2305.689941,1614580000,,
10/8/10,2280.060059,2290.51001,2261.5,2277.169922,2277.169922,2039590000,,
11/8/10,2236.929932,2236.929932,2204.939941,2208.629883,2208.629883,2274460000,,
12/8/10,2164.639893,2197.969971,2163.070068,2190.27002,2190.27002,2189680000,,
13/8/10,2183.090088,2190.27002,2173.47998,2173.47998,2173.47998,1605040000,,
16/8/10,2161.310059,2193.840088,2155.659912,2181.870117,2181.870117,1627620000,,
17/8/10,2197.090088,2225.080078,2193.419922,2209.439941,2209.439941,1736870000,,
18/8/10,2205.300049,2228.899902,2196.110107,2215.699951,2215.699951,1654560000,,
19/8/10,2204.800049,2211.72998,2168.73999,2178.949951,2178.949951,2094800000,,
20/8/10,2172.26001,2182.669922,2159.540039,2179.76001,2179.76001,1898500000,,
23/8/10,2188.340088,2200.52002,2159.439941,2159.629883,2159.629883,1665900000,,
24/8/10,2131,2144.199951,2113.709961,2123.76001,2123.76001,2141650000,,
25/8/10,2109.149902,2148.350098,2102.26001,2141.540039,2141.540039,2019480000,,
26/8/10,2148.48999,2154.320068,2116.820068,2118.689941,2118.689941,1804510000,,
27/8/10,2134.159912,2154.98999,2099.290039,2153.629883,2153.629883,2134550000,,
30/8/10,2145.76001,2154.469971,2119.929932,2119.969971,2119.969971,1585200000,,
31/8/10,2109.76001,2128.899902,2101.52002,2114.030029,2114.030029,2084110000,,
1/9/10,2142.75,2177.5,2141.949951,2176.840088,2176.840088,2133970000,,
2/9/10,2178.98999,2200.01001,2173.709961,2200.01001,2200.01001,1680590000,,
3/9/10,2227.959961,2235.570068,2213.560059,2233.75,2233.75,1647790000,,
7/9/10,2227.26001,2231.280029,2206.620117,2208.889893,2208.889893,1685240000,,
8/9/10,2216.070068,2237.419922,2215.899902,2228.870117,2228.870117,2018210000,,
9/9/10,2251.090088,2251.97998,2229.800049,2236.199951,2236.199951,1706650000,,
10/9/10,2239.080078,2246.600098,2229.120117,2242.47998,2242.47998,1692470000,,
13/9/10,2263.800049,2289.48999,2263.689941,2285.709961,2285.709961,1937630000,,
14/9/10,2281.310059,2302.570068,2274.570068,2289.77002,2289.77002,2079030000,,
15/9/10,2283.169922,2304.600098,2276.320068,2301.320068,2301.320068,2067130000,,
16/9/10,2297.51001,2304.949951,2288.709961,2303.25,2303.25,1809280000,,
17/9/10,2318.419922,2320.370117,2301.820068,2315.610107,2315.610107,2432480000,,
20/9/10,2322.800049,2358.899902,2317.889893,2355.830078,2355.830078,1989520000,,
21/9/10,2355.27002,2366.76001,2341.820068,2349.350098,2349.350098,2125100000,,
22/9/10,2339.909912,2355.909912,2323.550049,2334.550049,2334.550049,2170210000,,
23/9/10,2316.709961,2353.790039,2316.110107,2327.080078,2327.080078,1923110000,,
24/9/10,2356.26001,2381.219971,2353.5,2381.219971,2381.219971,1993380000,,
27/9/10,2379.72998,2386.01001,2368.649902,2369.77002,2369.77002,1873120000,,
28/9/10,2373.129883,2383.669922,2339.5,2379.590088,2379.590088,2125730000,,
29/9/10,2372.370117,2382.149902,2366.189941,2376.560059,2376.560059,2077930000,,
30/9/10,2390.959961,2400.060059,2354.219971,2368.620117,2368.620117,2418300000,,
1/10/10,2386.820068,2389.449951,2359.320068,2370.75,2370.75,1932650000,,
4/10/10,2362.25,2370.870117,2332.459961,2344.52002,2344.52002,1901980000,,
5/10/10,2368.52002,2402.419922,2366.060059,2399.830078,2399.830078,2203470000,,
6/10/10,2395.159912,2399.129883,2368.429932,2380.659912,2380.659912,2103800000,,
7/10/10,2391.629883,2392.73999,2368.25,2383.669922,2383.669922,1846240000,,
8/10/10,2384.76001,2406.669922,2370.530029,2401.909912,2401.909912,2000980000,,
11/10/10,2403.459961,2413.030029,2397.570068,2402.330078,2402.330078,1539990000,,
12/10/10,2397.699951,2421.790039,2379.389893,2417.919922,2417.919922,1960920000,,
13/10/10,2432.550049,2452.540039,2426.52002,2441.22998,2441.22998,2294450000,,
14/10/10,2441.209961,2445.850098,2422.070068,2435.379883,2435.379883,2014540000,,
15/10/10,2461.699951,2468.77002,2438.030029,2468.77002,2468.77002,2232810000,,
18/10/10,2470.120117,2480.949951,2462.550049,2480.659912,2480.659912,1724710000,,
19/10/10,2442.209961,2462.939941,2422.139893,2436.949951,2436.949951,2241840000,,
20/10/10,2443.199951,2469.719971,2441.070068,2457.389893,2457.389893,2016770000,,
21/10/10,2470.719971,2482.139893,2436.340088,2459.669922,2459.669922,2135480000,,
22/10/10,2461.600098,2479.389893,2459.429932,2479.389893,2479.389893,1648180000,,
25/10/10,2491.620117,2507.030029,2490.110107,2490.850098,2490.850098,1746320000,,
26/10/10,2476.51001,2503.030029,2470.120117,2497.290039,2497.290039,1914350000,,
27/10/10,2484.090088,2505.350098,2478.01001,2503.26001,2503.26001,2013240000,,
28/10/10,2516.159912,2516.199951,2489.76001,2507.370117,2507.370117,1998340000,,
29/10/10,2505.98999,2517.5,2505.860107,2507.409912,2507.409912,2068700000,,
1/11/10,2520.449951,2532.370117,2491.459961,2504.840088,2504.840088,1904790000,,
2/11/10,2525.939941,2534.879883,2518.290039,2533.52002,2533.52002,1914980000,,
3/11/10,2532.830078,2541.419922,2511.310059,2540.27002,2540.27002,1990410000,,
4/11/10,2569.27002,2579.620117,2564.050049,2577.340088,2577.340088,2492050000,,
5/11/10,2577.629883,2582.179932,2568.780029,2578.97998,2578.97998,2092850000,,
8/11/10,2570.860107,2583.300049,2566.780029,2580.050049,2580.050049,1799330000,,
9/11/10,2587.080078,2592.939941,2552.929932,2562.97998,2562.97998,2157370000,,
10/11/10,2564.310059,2578.780029,2545.459961,2578.780029,2578.780029,1998930000,,
11/11/10,2534.23999,2559.98999,2524.120117,2555.52002,2555.52002,2559980000,,
12/11/10,2540.469971,2552.23999,2506.399902,2518.209961,2518.209961,2191790000,,
15/11/10,2529.02002,2534.560059,2512.290039,2513.820068,2513.820068,1852210000,,
16/11/10,2494.209961,2503.290039,2459.790039,2469.840088,2469.840088,2234090000,,
17/11/10,2471.27002,2486.159912,2467.189941,2476.01001,2476.01001,1816260000,,
18/11/10,2504.409912,2526.830078,2502.5,2514.399902,2514.399902,2046660000,,
19/11/10,2510.790039,2520.939941,2499.919922,2518.120117,2518.120117,1839670000,,
22/11/10,2509.389893,2532.02002,2501.300049,2532.02002,2532.02002,1850570000,,
23/11/10,2504.209961,2510.090088,2483.159912,2494.949951,2494.949951,1892260000,,
24/11/10,2519.889893,2545.409912,2519.889893,2543.120117,2543.120117,1634640000,,
26/11/10,2525.909912,2541.48999,2522.399902,2534.560059,2534.560059,623980000,,
29/11/10,2522.23999,2531.030029,2496.830078,2525.219971,2525.219971,1683260000,,
30/11/10,2497.120117,2510.709961,2488.610107,2498.22998,2498.22998,2317480000,,
1/12/10,2535.189941,2558.290039,2535.189941,2549.429932,2549.429932,2109940000,,
2/12/10,2553.679932,2580.590088,2551.820068,2579.350098,2579.350098,2038130000,,
3/12/10,2569.02002,2593.679932,2567.879883,2591.459961,2591.459961,1810400000,,
6/12/10,2591.280029,2599.189941,2584.090088,2594.919922,2594.919922,1617030000,,
7/12/10,2623.149902,2623.600098,2597.449951,2598.48999,2598.48999,1906290000,,
8/12/10,2604.570068,2612.370117,2592.889893,2609.159912,2609.159912,1763460000,,
9/12/10,2623.149902,2624.840088,2606.23999,2616.669922,2616.669922,1924980000,,
10/12/10,2623.280029,2639.409912,2615.419922,2637.540039,2637.540039,1736730000,,
13/12/10,2645.350098,2645.790039,2624.560059,2624.909912,2624.909912,1835330000,,
14/12/10,2631.340088,2636.850098,2621.050049,2627.719971,2627.719971,1853270000,,
15/12/10,2625.810059,2643.110107,2613.149902,2617.219971,2617.219971,1863980000,,
16/12/10,2620.560059,2639.679932,2613.719971,2637.310059,2637.310059,1735290000,,
17/12/10,2643.350098,2651.350098,2637.080078,2642.969971,2642.969971,2421830000,,
20/12/10,2651.97998,2658.800049,2634.560059,2649.560059,2649.560059,1707950000,,
21/12/10,2658.939941,2669.01001,2655.949951,2667.610107,2667.610107,1647550000,,
22/12/10,2669,2675.26001,2666.629883,2671.47998,2671.47998,1614040000,,
23/12/10,2667.419922,2671.629883,2661.169922,2665.600098,2665.600098,1270290000,,
27/12/10,2657.090088,2670.570068,2645.379883,2667.27002,2667.27002,1097100000,,
28/12/10,2671.850098,2673.02002,2658.209961,2662.879883,2662.879883,1130200000,,
29/12/10,2667.179932,2671.22998,2664.51001,2666.929932,2666.929932,1122150000,,
30/12/10,2665.679932,2671.110107,2661.830078,2662.97998,2662.97998,1074350000,,
31/12/10,2660.580078,2662.389893,2649.040039,2652.870117,2652.870117,1026600000,,
3/1/11,2676.649902,2704.860107,2676.340088,2691.52002,2691.52002,1919660000,,
4/1/11,2699.860107,2700.879883,2663.639893,2681.25,2681.25,2015440000,,
5/1/11,2673.909912,2702.199951,2671.889893,2702.199951,2702.199951,2060750000,,
6/1/11,2704.379883,2712.350098,2697.72998,2709.889893,2709.889893,2095490000,,
7/1/11,2712.75,2715.959961,2676.360107,2703.169922,2703.169922,1976220000,,
10/1/11,2691.469971,2712.320068,2682.25,2707.800049,2707.800049,1868870000,,
11/1/11,2719.600098,2722.75,2706.580078,2716.830078,2716.830078,1893100000,,
12/1/11,2731.449951,2737.330078,2722.320068,2737.330078,2737.330078,1873960000,,
13/1/11,2734.929932,2742.429932,2727.139893,2735.290039,2735.290039,1923900000,,
14/1/11,2732.47998,2755.300049,2729.620117,2755.300049,2755.300049,2020210000,,
18/1/11,2744.800049,2766.169922,2744.26001,2765.850098,2765.850098,2020190000,,
19/1/11,2762.810059,2764.350098,2717.790039,2725.360107,2725.360107,2130930000,,
20/1/11,2712.399902,2714.100098,2686.590088,2704.290039,2704.290039,2323250000,,
21/1/11,2716.919922,2722.73999,2688.530029,2689.540039,2689.540039,1916960000,,
24/1/11,2693.030029,2719.72998,2687.969971,2717.550049,2717.550049,1871300000,,
25/1/11,2704.25,2719.340088,2697.51001,2719.25,2719.25,1936120000,,
26/1/11,2724.52002,2746.030029,2717.629883,2739.5,2739.5,2031410000,,
27/1/11,2745.159912,2763.639893,2740.300049,2755.280029,2755.280029,2020550000,,
28/1/11,2755.280029,2755.280029,2679.570068,2686.889893,2686.889893,2371140000,,
31/1/11,2693.300049,2706.300049,2676.870117,2700.080078,2700.080078,1952310000,,
1/2/11,2717.610107,2755.969971,2716.639893,2751.189941,2751.189941,2255990000,,
2/2/11,2744.679932,2758.51001,2743.76001,2749.560059,2749.560059,2024600000,,
3/2/11,2746.73999,2757.540039,2725.780029,2753.879883,2753.879883,1941260000,,
4/2/11,2755.850098,2769.699951,2747.860107,2769.300049,2769.300049,1956710000,,
7/2/11,2773.26001,2796.5,2772.810059,2783.98999,2783.98999,1768090000,,
8/2/11,2782.409912,2797.050049,2776.350098,2797.050049,2797.050049,1803010000,,
9/2/11,2791.129883,2798.909912,2780.889893,2789.070068,2789.070068,1930820000,,
10/2/11,2764.76001,2791.429932,2762.340088,2790.449951,2790.449951,2497540000,,
11/2/11,2783.159912,2810.560059,2778.209961,2809.439941,2809.439941,2066700000,,
14/2/11,2810.189941,2819.870117,2808.27002,2817.179932,2817.179932,1964780000,,
15/2/11,2809.02002,2813.129883,2798.830078,2804.350098,2804.350098,2006220000,,
16/2/11,2815.090088,2828.189941,2811.52002,2825.560059,2825.560059,2276980000,,
17/2/11,2816.120117,2835.199951,2815.080078,2831.580078,2831.580078,1939320000,,
18/2/11,2833.350098,2840.51001,2823.649902,2833.949951,2833.949951,2109460000,,
22/2/11,2795.439941,2808.179932,2752.75,2756.419922,2756.419922,2262100000,,
23/2/11,2755.199951,2761.699951,2705.540039,2722.98999,2722.98999,2479150000,,
24/2/11,2726.590088,2745.290039,2707.800049,2737.899902,2737.899902,2065290000,,
25/2/11,2752.159912,2781.120117,2751.810059,2781.050049,2781.050049,1867820000,,
28/2/11,2791.280029,2798.429932,2767.610107,2782.27002,2782.27002,2009500000,,
1/3/11,2791.080078,2791.22998,2730.719971,2737.409912,2737.409912,2212860000,,
2/3/11,2735.050049,2763.949951,2734.080078,2748.070068,2748.070068,1986900000,,
3/3/11,2774.47998,2802.320068,2774.47998,2798.73999,2798.73999,1990380000,,
4/3/11,2797.639893,2798.070068,2768.120117,2784.669922,2784.669922,1897900000,,
7/3/11,2793.189941,2794.820068,2724.51001,2745.629883,2745.629883,2189970000,,
8/3/11,2745.22998,2775.409912,2729.850098,2765.77002,2765.77002,1835540000,,
9/3/11,2756.340088,2761.77002,2737.679932,2751.719971,2751.719971,1996700000,,
10/3/11,2719.290039,2721.209961,2695.080078,2701.02002,2701.02002,2363330000,,
11/3/11,2689.649902,2724.610107,2689.409912,2715.610107,2715.610107,1851810000,,
14/3/11,2695.659912,2715.219971,2682.090088,2700.969971,2700.969971,1782070000,,
15/3/11,2619.399902,2680.570068,2618.5,2667.330078,2667.330078,2359830000,,
16/3/11,2652.919922,2669.27002,2603.5,2616.820068,2616.820068,2596000000,,
17/3/11,2656.080078,2660.5,2634.169922,2636.050049,2636.050049,1994360000,,
18/3/11,2665.540039,2665.560059,2639.76001,2643.669922,2643.669922,1986900000,,
21/3/11,2675.469971,2699.699951,2674.98999,2692.090088,2692.090088,1751060000,,
22/3/11,2692.129883,2695.459961,2679.409912,2683.870117,2683.870117,1657430000,,
23/3/11,2677.560059,2704.300049,2660.169922,2698.300049,2698.300049,1769950000,,
24/3/11,2715.879883,2740.389893,2703.419922,2736.419922,2736.419922,1954180000,,
25/3/11,2746.340088,2762.550049,2740.169922,2743.060059,2743.060059,1857570000,,
28/3/11,2752.330078,2754.629883,2730.679932,2730.679932,2730.679932,1669260000,,
29/3/11,2727.830078,2756.889893,2720.189941,2756.889893,2756.889893,1631160000,,
30/3/11,2772.360107,2779.949951,2763.77002,2776.790039,2776.790039,1818410000,,
31/3/11,2774.22998,2783.97998,2769.52002,2781.070068,2781.070068,1896420000,,
1/4/11,2796.669922,2802.629883,2779.709961,2789.600098,2789.600098,2090120000,,
4/4/11,2796.26001,2799.72998,2778.870117,2789.189941,2789.189941,1705920000,,
5/4/11,2787.780029,2806.199951,2785.27002,2791.189941,2791.189941,1954520000,,
6/4/11,2808.110107,2815.550049,2786.800049,2799.820068,2799.820068,1996750000,,
7/4/11,2799.590088,2813.219971,2781.129883,2796.139893,2796.139893,1806900000,,
8/4/11,2806.290039,2808.560059,2771.419922,2780.419922,2780.419922,1650810000,,
11/4/11,2789.48999,2792.949951,2760.840088,2771.51001,2771.51001,2053190000,,
12/4/11,2755.889893,2760.620117,2737.070068,2744.790039,2744.790039,1818610000,,
13/4/11,2762.689941,2772.050049,2744.850098,2761.52002,2761.52002,1744940000,,
14/4/11,2743.120117,2762.179932,2733.679932,2760.219971,2760.219971,1717650000,,
